id,symbol,avg_diff|float,p_val|float,_hprdClass,_expr,_geneLists,gene.firstpart,gene.secondpart,identifier,UCSC_converted
HMGN2P3,HMGN2P3,0.799423,0,"","","",HMGN2P3,,,HMGN2P3
ZDHHC13,ZDHHC13,0.799118,3.4e-12,Unclassified,"BrainSpLMD|54503;Eurexp|euxassay_013713|cortex, epithelium, molar, olfactory, vibrissa, vomeronasal organ",OMIM|612815,ZDHHC13,,,ZDHHC13
NLGN1,NLGN1,0.798206,1.5e-08,Adhesion molecule,BrainSpLMD|22871,"SFARI||Autism, 3 - Suggestive evidence;OMIM|600568",NLGN1,,,NLGN1
ABCD3,ABCD3,0.798195,1.14e-12,Integral membrane protein,BrainSpLMD|5825,"OMIM|170995;HPO|5825|Autosomal recessive inheritance, Elevated hepatic transaminases, Hepatic failure, Hepatic fibrosis, Hepatomegaly, Infantile onset, Iron deficiency anemia, Jaundice, Progressive, Splenomegaly",ABCD3,,,ABCD3
AHI1,AHI1,0.797707,1.54e-14,Adapter molecule,"BrainSpLMD|54806;Eurexp|euxassay_005590|brain, cervical, cervico-thoracic, glossopharyngeal IX, olfactory, spinal cord, thoracic, trigeminal V;BrainSpMouseDev|32386","SFARI||Autism, No category;OMIM|608894;HPO|54806|Abnormal electroretinogram, Anteverted nares, Apnea, Ataxia, Autosomal recessive inheritance, Biparietal narrowing, Central apnea, Cerebellar vermis hypoplasia, Elongated superior cerebellar peduncle, Enlarged fossa interpeduncularis, Epicanthus, Episodic tachypnea, Feeding difficulties, Feeding difficulties in infancy, Gait disturbance, Generalized hypotonia, Global developmental delay, Heterogeneous, Highly arched eyebrow, Intellectual disability, Long face, Low-set ears, Molar tooth sign on MRI, Motor delay, Muscular hypotonia, Neonatal breathing dysregulation, Nephronophthisis, Nystagmus, Oculomotor apraxia, Open mouth, Pigmentary retinopathy, Ptosis, Retinal dystrophy, Stage 5 chronic kidney disease, Visual impairment, Wide nasal bridge",AHI1,,,AHI1
ZNF83,ZNF83,0.797655,0.000175785,DNA binding protein,BrainSpLMD|55769,OMIM|194558,ZNF83,,,ZNF83
FN3KRP,FN3KRP,0.79753,1.26e-07,Enzyme: Phosphotransferase,BrainSpLMD|79672;Eurexp|euxassay_012737|liver,OMIM|611683,FN3KRP,,,FN3KRP
PLXNC1,PLXNC1,0.796534,6.5e-07,Integral membrane protein,BrainSpLMD|10154;BrainSpMouseDev|34001,OMIM|604259,PLXNC1,,,PLXNC1
AC120042.1,AC120042.1,0.796318,0,"","","",AC120042,1,,AC120042.1
PEX19,PEX19,0.795606,9.75e-10,Integral membrane protein,BrainSpLMD|5824,"OMIM|600279;HPO|5824|Abnormal cortical bone morphology, Abnormality of metabolism/homeostasis, Abnormality of movement, Abnormality of neuronal migration, Abnormality of retinal pigmentation, Abnormality of the hairline, Abnormality of the liver, Abnormality of the male genitalia, Abnormality of the palate, Anteverted nares, Ataxia, Atrial septal defect, Autosomal recessive inheritance, Behavioral abnormality, Bilateral single transverse palmar creases, CNS demyelination, Cataract, Central hypotonia, Cerebral atrophy, Cholelithiasis, Chorioretinal abnormality, Clitoral hypertrophy, Cognitive impairment, Constriction of peripheral visual field, Corneal opacity, Cranial asymmetry, Cryptorchidism, Death in infancy, Decreased body weight, Decreased fetal movement, Delayed closure of the anterior fontanelle, Depressed nasal bridge, Developmental regression, Dolichocephaly, Double outlet right ventricle, EEG abnormality, Elevated hepatic transaminases, Elevated levels of phytanic acid, Elevated long chain fatty acids, Epicanthus, Epiphyseal stippling, External ear malformation, Failure to thrive, Feeding difficulties in infancy, Flat face, Flat occiput, Generalized hypotonia, Global developmental delay, Hepatic failure, Hepatomegaly, High forehead, High palate, Hydrocephalus, Hydronephrosis, Hyperbilirubinemia, Hyperreflexia, Hypospadias, Jaundice, Low-set, posteriorly rotated ears, Macrocephaly, Malabsorption, Microcephaly, Micrognathia, Multicystic kidney dysplasia, Muscular hypotonia, Nyctalopia, Nystagmus, Optic atrophy, Patent ductus arteriosus, Periorbital fullness, Polymicrogyria, Posterior embryotoxon, Premature birth, Primary adrenal insufficiency, Profound global developmental delay, Progressive muscle weakness, Prominent nose, Ptosis, Pyloric stenosis, Reduced tendon reflexes, Renal tubular dysfunction, Respiratory insufficiency, Rod-cone dystrophy, Scaphocephaly, Seizures, Sensorineural hearing impairment, Severe global developmental delay, Severe muscular hypotonia, Short stature, Skeletal dysplasia, Spasticity, Strabismus, Triangular face, Underdeveloped supraorbital ridges, Upslanted palpebral fissure, Very long chain fatty acid accumulation, Visual impairment, Wide anterior fontanel, Wide nasal bridge",PEX19,,,PEX19
PARD3,PARD3,0.795355,1.88e-08,Adapter molecule,BrainSpLMD|56288;BrainSpMouseDev|60394,OMIM|606745,PARD3,,,PARD3
BRCC3,BRCC3,0.794781,0.000163828,Ubiquitin proteasome system protein,BrainSpLMD|79184,OMIM|300617,BRCC3,,,BRCC3
ACP1,ACP1,0.794395,1.63e-08,Enzyme: Acid phosphatase,"BrainSpLMD|52;Eurexp|euxassay_003011|calyces, chondrocranium, incisor, lobe, submandibular gland primordium, thymus primordium, ventricular layer, vibrissa",OMIM|171500,ACP1,,,ACP1
KIAA1524,KIAA1524,0.794357,1.99e-08,"","","",KIAA1524,,,KIAA1524
CLIC1,CLIC1,0.794217,6.62e-14,Intracellular ligand gated channel,BrainSpLMD|1192,OMIM|602872,CLIC1,,,CLIC1
CARHSP1,CARHSP1,0.792451,0,Calcium binding protein,BrainSpLMD|23589,OMIM|616885,CARHSP1,,,CARHSP1
MPPED2,MPPED2,0.79126,7.88e-15,Enzyme: Hydrolase,"BrainSpLMD|744;Eurexp|euxassay_014223|axial skeleton, head mesenchyme, rib, thyroid, ventricular layer",OMIM|600911,MPPED2,,,MPPED2
HMGN5,HMGN5,0.7899,0,Transcription regulatory protein,BrainSpLMD|79366;BrainSpMouseDev|30371,OMIM|300385,HMGN5,,,HMGN5
CH17.449C21.1,CH17.449C21.1,0.788545,0,"","","",CH17,449C21,1,CH17-449C21
LSM6,LSM6,0.78853,2.7e-06,RNA binding protein,BrainSpLMD|11157,OMIM|607286,LSM6,,,LSM6
FEZF2,FEZF2,0.787439,8.8e-05,Transcription factor,"BrainSpLMD|55079;Eurexp|euxassay_009770|mantle layer, ventricular layer, vomeronasal organ;BrainSpMouseDev|34002","SFARI||Autism, 4 - Minimal evidence;OMIM|607414",FEZF2,,,FEZF2
HMGB2,HMGB2,0.786412,0,Transcription regulatory protein,"BrainSpLMD|3148;Eurexp|euxassay_019251|incisor, lobe, lung, marginal layer, metanephros, molar, neural retina, oesophagus, pancreas, pituitary, submandibular gland primordium, thymus primordium, thyroid, trachea, turbinate bones, valve, ventricle, ventricular layer, vertebral axis muscle system",OMIM|163906,HMGB2,,,HMGB2
ECI2,ECI2,0.786171,3.5e-11,Enzyme: Isomerase;Unclassified,BrainSpLMD|10455,OMIM|608024,ECI2,,,ECI2
CASC5,CASC5,0.785745,2.89e-13,"","","",CASC5,,,CASC5
TSPAN5,TSPAN5,0.785742,0,Integral membrane protein,BrainSpLMD|10098,OMIM|613136,TSPAN5,,,TSPAN5
C22orf29,C22orf29,0.785577,0.000103884,"","","",C22orf29,,,C22orf29
TMEM131,TMEM131,0.784517,1.41e-09,Unclassified,Eurexp|euxassay_015895|thymus primordium,OMIM|615659,TMEM131,,,TMEM131
PDHB,PDHB,0.783819,8.99e-15,Enzyme: Decarboxylase,BrainSpLMD|5162,"OMIM|179060;HPO|5162|Autosomal recessive inheritance, Generalized hypotonia, Lactic acidosis",PDHB,,,PDHB
PDE8B,PDE8B,0.782994,5.53e-07,Enzyme: Phosphodiesterase,"BrainSpLMD|8622;Eurexp|euxassay_003225|adrenal gland, anterior, calyces, dermis, dorsal grey horn, mesenchyme, pancreas, posterior, skin, turbinate bones, ventral grey horn","OMIM|603390;HPO|8622|Adrenal hyperplasia, Autosomal dominant inheritance, Bradykinesia, Degeneration of the striatum, Diabetes mellitus, Dysarthria, Dysdiadochokinesis, Dysphagia, Fatigue, Gait disturbance, Hypertension, Hypogonadism, Hypokinesia, Increased circulating cortisol level, Increased susceptibility to fractures, Lower limb hyperreflexia, Muscle weakness, Osteoporosis, Pigmented micronodular adrenocortical disease, Rigidity, Short stature, Skeletal muscle atrophy, Slender build, Slow progression, Striae distensae, Symmetric lesions of the basal ganglia, Thin skin",PDE8B,,,PDE8B
EIF4G1,EIF4G1,0.782656,3.12e-05,Translation regulatory protein,BrainSpLMD|1981,OMIM|600495,EIF4G1,,,EIF4G1
TCTN3,TCTN3,0.782528,1.71e-10,Integral membrane protein,"BrainSpLMD|26123;Eurexp|euxassay_011590|choroid invagination, choroid plexus, olfactory, roof plate","OMIM|613847;HPO|26123|Abnormality of eye movement, Abnormality of oral frenula, Abnormality of the gingiva, Abnormality of the tongue, Absent testis, Accessory oral frenulum, Aplasia/Hypoplasia of the tibia, Autosomal recessive inheritance, Bifid uvula, Brachydactyly, Camptodactyly, Camptodactyly of finger, Cerebral atrophy, Cerebral cortical hemiatrophy, Choanal atresia, Cleft palate, Clinodactyly, Conductive hearing impairment, Decreased testicular size, Depressed nasal ridge, Epicanthus, Failure to thrive, Feeding difficulties, Finger syndactyly, Foot polydactyly, Genu varum, Global developmental delay, Hamartoma, Hamartoma of tongue, Hand polydactyly, High palate, High, narrow palate, Horseshoe kidney, Hypertelorism, Intellectual disability, Intrauterine growth retardation, Joint dislocation, Joint laxity, Kyphoscoliosis, Laryngomalacia, Lobulated tongue, Low-set ears, Median cleft lip, Microcephaly, Micrognathia, Micromelia, Microtia, third degree, Molar tooth sign on MRI, Monorchism, Oligohydramnios, Oral synechia, Pectus excavatum, Phenotypic variability, Polydactyly, Porencephalic cyst, Postaxial hand polydactyly, Posteriorly rotated ears, Preaxial hand polydactyly, Proptosis, Recurrent respiratory infections, Retrognathia, Severe short stature, Short finger, Short nose, Short stature, Short tibia, Specific learning disability, Split hand, Subcortical cerebral atrophy, Submucous cleft hard palate, Toe syndactyly, Tongue nodules, Ventricular septal defect, Wide nose",TCTN3,,,TCTN3
SEMA5A,SEMA5A,0.779599,1.34e-14,Unclassified,BrainSpLMD|9037;BrainSpMouseDev|20119,"SFARI||Autism, 3 - Suggestive evidence;OMIM|609297;HPO|9037|Cat cry, Downslanted palpebral fissures, Epicanthus, High palate, High pitched voice, Hypertelorism, Intellectual disability, severe, Intrauterine growth retardation, Low-set, posteriorly rotated ears, Microcephaly, Microretrognathia, Muscular hypotonia, Round face, Scoliosis, Severe global developmental delay, Short neck, Short stature, Small hand, Wide nasal bridge",SEMA5A,,,SEMA5A
ANP32E,ANP32E,0.777766,0,Unclassified,BrainSpLMD|81611,OMIM|609611,ANP32E,,,ANP32E
CNKSR3,CNKSR3,0.776861,2.54e-08,Unclassified,BrainSpLMD|154043,OMIM|617476,CNKSR3,,,CNKSR3
STRA13,STRA13,0.77658,8.43e-06,"","","",STRA13,,,STRA13
ZNF639,ZNF639,0.776417,0.004115636,Unclassified,BrainSpLMD|51193,"",ZNF639,,,ZNF639
SHC3,SHC3,0.776331,1.19e-05,Adapter molecule,"BrainSpLMD|53358;Eurexp|euxassay_009466|cochlear duct, ventral grey horn, ventricular layer",OMIM|605263,SHC3,,,SHC3
ANXA5,ANXA5,0.773758,0,Calcium binding protein,"BrainSpLMD|308;Eurexp|euxassay_002158|alimentary system, cardiovascular system, cavities and their linings, gland, integumental system, limb, meninges, renal/urinary system, reproductive system, respiratory system, tail",OMIM|131230,ANXA5,,,ANXA5
PSRC1,PSRC1,0.773678,3.36e-08,Unclassified,"BrainSpLMD|84722;Eurexp|euxassay_003651|left lung, marginal layer, right lung, submandibular gland primordium, thymus primordium, ventricular layer",OMIM|613126,PSRC1,,,PSRC1
PRRC2A,PRRC2A,0.772858,1.77e-09,Unclassified,BrainSpLMD|7916,OMIM|142580,PRRC2A,,,PRRC2A
ACTR3B,ACTR3B,0.771846,1.9e-05,Cytoskeletal associated protein,"BrainSpLMD|57180;Eurexp|euxassay_004135|olfactory lobe, ventricular layer","",ACTR3B,,,ACTR3B
CNTFR,CNTFR,0.771294,2.61e-09,Cell surface receptor,BrainSpLMD|1271,OMIM|118946,CNTFR,,,CNTFR
TUBG1,TUBG1,0.771287,1.85e-09,Cytoskeletal protein,BrainSpLMD|7283,"OMIM|191135;HPO|7283|Autosomal dominant inheritance, Cortical dysplasia, Global developmental delay, Microcephaly, Seizures, Variable expressivity",TUBG1,,,TUBG1
SEC61A1,SEC61A1,0.770803,0.008167164,Integral membrane protein,"BrainSpLMD|29927;Eurexp|euxassay_004866|clavicle, cranium, incisor, mandible, maxilla, rib, vibrissa","OMIM|609213;HPO|29927|Anemia, Autosomal dominant inheritance, Chronic kidney disease, Cognitive impairment, Focal segmental glomerulosclerosis, Gout, Intrauterine growth retardation, Nephropathy, Neutropenia, Progressive, Renal cyst, Short stature",SEC61A1,,,SEC61A1
CNN3,CNN3,0.77069,0,Cytoskeletal associated protein,"BrainSpLMD|1266;Eurexp|euxassay_009765|alimentary system, cardiovascular system, cavities and their linings, gland, integumental system, limb, mesenchyme, nervous system, renal/urinary system, reproductive system, respiratory system, sensory organ, tail, vertebral axis muscle system",OMIM|602374,CNN3,,,CNN3
SPG20,SPG20,0.770112,0.004846162,"","","",SPG20,,,SPG20
ARL13B,ARL13B,0.769511,0.000217774,Unclassified;G protein,BrainSpLMD|200894,"OMIM|608922;HPO|200894|Apnea, Ataxia, Autosomal recessive inheritance, Biparietal narrowing, Cerebellar vermis hypoplasia, Episodic tachypnea, Feeding difficulties in infancy, Gait disturbance, Generalized hypotonia, Global developmental delay, Intellectual disability, Long face, Molar tooth sign on MRI, Muscular hypotonia, Nystagmus, Obesity, Oculomotor apraxia, Optic disc pallor, Pigmentary retinopathy",ARL13B,,,ARL13B
ENO1,ENO1,0.766144,1.11e-16,Enzyme: Hydratase,BrainSpLMD|2023,OMIM|172430,ENO1,,,ENO1
CIT,CIT,0.766123,7.45e-05,Serine/threonine kinase,"BrainSpLMD|11113;Eurexp|euxassay_014352|Meckel's cartilage, axial skeleton, basioccipital bone, basisphenoid bone, cervical region, clavicle, femur, fibula, humerus, hyoid bone, orbito-sphenoid, otic capsule, pelvic girdle, petrous part, phalanx, radius, rib, scapula, thyroid, tibia, turbinate bones, vault of skull;BrainSpMouseDev|12488","OMIM|605629;HPO|11113|Abnormal cortical bone morphology, Agenesis of corpus callosum, Autosomal recessive inheritance, Bulbous nose, Cerebellar hypoplasia, Congenital onset, Cortical gyral simplification, Failure to thrive, Global developmental delay, Heterotopia, Hyperreflexia, Hypertelorism, Hypoplasia of the brainstem, Hypoplasia of the frontal lobes, Intellectual disability, Intellectual disability, severe, Macrotia, Microcephaly, Pachygyria, Renal agenesis, Short stature, Sloping forehead, Spasticity, Thick vermilion border, Thin upper lip vermilion, Unilateral renal agenesis, Upslanted palpebral fissure, Variable expressivity, Ventriculomegaly, Vesicoureteral reflux",CIT,,,CIT
PDGFD,PDGFD,0.764366,4.39e-13,Growth factor,BrainSpLMD|80310;BrainSpMouseDev|47626,OMIM|609673,PDGFD,,,PDGFD
SHISA2,SHISA2,0.763482,0,Integral membrane protein,BrainSpLMD|387914,OMIM|617324,SHISA2,,,SHISA2
GPATCH2,GPATCH2,0.762708,0.000129471,RNA binding protein,BrainSpLMD|55105,OMIM|616836,GPATCH2,,,GPATCH2
MTRNR2L12,MTRNR2L12,0.762674,5.8e-11,"","","",MTRNR2L12,,,MTRNR2L12
HNRNPM,HNRNPM,0.762333,1.84e-05,Ribonucleoprotein,BrainSpLMD|4670,OMIM|160994,HNRNPM,,,HNRNPM
NKAIN3,NKAIN3,0.762094,6.19e-09,Unclassified,BrainSpLMD|286183,OMIM|612872,NKAIN3,,,NKAIN3
FAM114A1,FAM114A1,0.761725,2.22e-16,Unclassified,"BrainSpLMD|92689;Eurexp|euxassay_002429|Meckel's cartilage, cranium","",FAM114A1,,,FAM114A1
RP3.418C23.2,RP3.418C23.2,0.760582,4.67e-13,"","","",RP3,418C23,2,RP3-418C23
UHRF1BP1,UHRF1BP1,0.759965,0.000789481,Unclassified,BrainSpLMD|54887,"",UHRF1BP1,,,UHRF1BP1
MAPK1,MAPK1,0.759553,0,Serine/threonine kinase,BrainSpLMD|5594,"SFARI||Autism, 5 - Hypothesized but untested;OMIM|176948;COSMIC||CLL, ovarian mixed germ cell tumour, cervical carcinoma;HPO|5594|Abnormality of earlobe, Absent fingernail, Absent toenail, Clinodactyly of the 5th finger, Deeply set eye, Global developmental delay, Highly arched eyebrow, Intellectual disability, Intrauterine growth retardation, Language impairment, Microcephaly, Neoplasm, Pes planus, Pointed chin, Premature birth, Short stature, Smooth philtrum, Thin upper lip vermilion, Truncus arteriosus, Underdeveloped nasal alae",MAPK1,,,MAPK1
SDHD,SDHD,0.759505,9.03e-09,Enzyme: Dehydrogenase,BrainSpLMD|6392,"OMIM|602690;COSMIC||paraganglioma, pheochromocytoma;HPO|6392|Abdominal pain, Abnormal mitochondria in muscle tissue, Abnormality of mitochondrial metabolism, Abnormality of the penis, Adenoma sebaceum, Adult onset, Ataxia, Autosomal dominant inheritance, Autosomal recessive inheritance, Babinski sign, Breast carcinoma, Cafe-au-lait spot, Cavernous hemangioma, Cerebral hemorrhage, Chemodectoma, Cognitive impairment, Colorectal polyposis, Conductive hearing impairment, Congenital cataract, Congestive heart failure, Conjunctival hamartoma, Cranial nerve paralysis, Decreased activity of mitochondrial complex II, Developmental regression, Dilated cardiomyopathy, Dysphagia, Dystonia, Elevated circulating catecholamine level, Elevated urinary norepinephrine, Episodic hypertension, Episodic paroxysmal anxiety, Exercise intolerance, Flexion contracture, Furrowed tongue, Gastrointestinal hemorrhage, Gastrointestinal stroma tumor, Generalized hyperkeratosis, Global developmental delay, Glomus jugular tumor, Glomus tympanicum paraganglioma, Goiter, Hamartomatous polyposis, Hearing impairment, Hemangioma, Hoarse voice, Hypercalcemia, Hyperhidrosis, Hyperreflexia, Hypertension associated with pheochromocytoma, Hypertensive retinopathy, Hypertrophic cardiomyopathy, Increased intramyocellular lipid droplets, Increased serum lactate, Infantile onset, Intellectual disability, Intestinal carcinoid, Intestinal obstruction, Left ventricular noncompaction, Leukoencephalopathy, Lipoma, Loss of voice, Macrocephaly, Macroglossia, Macule, Melanocytic nevus, Meningioma, Mucosal telangiectasiae, Muscle weakness, Myoclonus, Neonatal hypotonia, Neoplasm, Neoplasm of the gastrointestinal tract, Neoplasm of the thyroid gland, Nystagmus, Ophthalmoplegia, Optic atrophy, Palmoplantar keratoderma, Palpitations, Papilloma, Papule, Paraganglioma, Phenotypic variability, Pheochromocytoma, Pigmentary retinopathy, Positive regitine blocking test, Progressive leukoencephalopathy, Proteinuria, Ptosis, Pulsatile tinnitus, Ragged-red muscle fibers, Recurrent paroxysmal headache, Renal artery stenosis, Renal cell carcinoma, Seizures, Short stature, Spasticity, Stress/infection-induced lactic acidosis, Subcutaneous nodule, Tachycardia, Tinnitus, Uterine leiomyoma, Vagal paraganglioma, Visual impairment, Vocal cord paralysis, Weight loss",SDHD,,,SDHD
DCTPP1,DCTPP1,0.759432,1.29e-09,Unclassified,"BrainSpLMD|79077;Eurexp|euxassay_007838|axial muscle, cortex, incisor, left lung, lumen, mandible, molar, orbito-sphenoid, palatal shelf, right lung, submandibular gland primordium, thymus primordium, ventricular layer, vertebral axis muscle system",OMIM|615840,DCTPP1,,,DCTPP1
CD2AP,CD2AP,0.759074,7.83e-05,Adapter molecule,"BrainSpLMD|23607;Eurexp|euxassay_018806|mandible, maxilla, submandibular gland primordium, vibrissa","OMIM|604241;HPO|23607|Focal segmental glomerulosclerosis, Hematuria, Hypertension, Proteinuria, Renal insufficiency",CD2AP,,,CD2AP
OARD1,OARD1,0.757737,0.000152747,Unclassified,BrainSpLMD|221443,OMIM|614393,OARD1,,,OARD1
LINC00263,LINC00263,0.757691,8.9e-12,"","","",LINC00263,,,LINC00263
ITGB1BP1,ITGB1BP1,0.757047,2.51e-11,Adapter molecule,"BrainSpLMD|9270;Eurexp|euxassay_006800|left lung, right lung",OMIM|607153,ITGB1BP1,,,ITGB1BP1
HSPA4L,HSPA4L,0.757033,3.74e-06,Heat shock protein,"BrainSpLMD|22824;Eurexp|euxassay_006441|cervico-thoracic, diencephalon, dorsal root ganglion, epithelium, facial VII, glossopharyngeal IX, hindbrain, left, mantle layer, mesenchyme, midbrain, midgut, neural retina, olfactory, pituitary, posterior, right, skeletal muscle, spinal cord, thoracic, thymus primordium, trachea, trigeminal V, vagus X, ventricular layer, vertebral axis muscle system, vestibulocochlear VIII, vibrissa, vomeronasal organ","",HSPA4L,,,HSPA4L
